messageId,platform,runtimeKey,namespace,owner,surface,status,displayPolicy,maxLength,emptyLocales,termIds,context,route,component,screenshotRef,ko,en,ja,zh,th,vi,serverMessageKey,updatedAt
page.member.roleHelp.preceptor.label,web,page.member.roleHelp.preceptor.label,page.member,member,accessibility,imported,,,,,,,,,프리셉터,Preceptor,プリセプター,导师,อุปัชฌาย์,thầy giáo,,2026-06-10
page.member.row.connectionStatusAria,web,page.member.row.connectionStatusAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 연동 상태 안내,Connection status for {{nurseName}},{{nurseName}}の連携状態案内,{{nurseName}} 联动状态信息,สถานะการเชื่อมต่อสำหรับ {{nurseName}},Trạng thái kết nối cho {{nurseName}},,2026-06-10
page.member.row.dragAria,web,page.member.row.dragAria,page.member,member,accessibility,imported,,,,,,,,,드래그해서 순서 변경,Drag to change order,ドラッグして順序を変更,通过拖动更改顺序,ลากเพื่อเปลี่ยนลำดับ,Kéo để thay đổi thứ tự,,2026-06-10
page.member.row.precepteeAria,web,page.member.row.precepteeAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 프리셉티,{{nurseName}} preceptee,{{nurseName}} プリセプティ,{{nurseName}} 理念,{{nurseName}} ผู้รับศีล,{{nurseName}} giới luật,,2026-06-10
page.member.row.preceptorAria,web,page.member.row.preceptorAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 프리셉터,{{nurseName}} preceptor,{{nurseName}} プリセプター,{{nurseName}} 导师,{{nurseName}} อุปัชฌาย์,{{nurseName}} thầy giáo,,2026-06-10
page.member.row.unselectedSkill,web,page.member.row.unselectedSkill,page.member,member,text,imported,,,,,,,,,선택안함,Unselected,未選択,未选择,ไม่ได้เลือก,Bỏ chọn,,2026-06-10
page.member.row.workerAria,web,page.member.row.workerAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 근무투입,{{nurseName}} included in duty,{{nurseName}} 勤務投入,{{nurseName}}投入使用,{{nurseName}} รวมปฏิบัติหน้าที่แล้ว,{{nurseName}} được bao gồm trong nghĩa vụ,,2026-06-10
page.member.shiftTeamList.addTeam,web,page.member.shiftTeamList.addTeam,page.member,member,text,imported,,,,,,,,,팀 추가하기,Add team,チームを追加,添加团队,เพิ่มทีม,Thêm đội,,2026-06-10
page.member.shiftTeamList.card.addDividerAria,web,page.member.shiftTeamList.card.addDividerAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 아래에 구분선 추가,Add divider below {{nurseName}},{{nurseName}}の下に区切り線を追加,在 {{nurseName}} 下面添加分隔线,เพิ่มตัวแบ่งด้านล่าง {{nurseName}},Thêm dải phân cách bên dưới {{nurseName}},,2026-06-10
page.member.shiftTeamList.card.addNurse,web,page.member.shiftTeamList.card.addNurse,page.member,member,text,imported,,,,,,,,,간호사 만들기,Create nurse,看護師を作成,做一名护士,สร้างพยาบาล,Tạo điều dưỡng,,2026-06-10
page.member.shiftTeamList.card.addNurseTooltip,web,page.member.shiftTeamList.card.addNurseTooltip,page.member,member,text,imported,,,,,,,,,초대하지 않아도 가상의 간호사를 만들어 관리할 수 있어요. 언제든 초대해서 연동할 수 있어요.,You can manage a virtual nurse without sending an invite first. You can invite and connect them at any time.,招待しなくても仮想の看護師を作成して管理できます。いつでも招待して連携できます。,您可以创建和管理虚拟护士，而无需邀请任何人。您可以随时邀请和链接。,คุณสามารถจัดการพยาบาลเสมือนได้โดยไม่ต้องส่งคำเชิญก่อน คุณสามารถเชิญและเชื่อมต่อพวกเขาได้ตลอดเวลา,Bạn có thể quản lý điều dưỡng ảo mà không cần gửi lời mời trước. Bạn có thể mời và kết nối họ bất cứ lúc nào.,,2026-06-10
page.member.shiftTeamList.card.deleteTeam,web,page.member.shiftTeamList.card.deleteTeam,page.member,member,button,imported,,,,,,,,,팀 삭제하기,Delete team,チームを削除,删除团队,ลบทีม,Xóa đội,,2026-06-10
page.member.shiftTeamList.card.divider,web,page.member.shiftTeamList.card.divider,page.member,member,text,imported,,,,,,,,,구분선,Divider,区切り線,轮廓,ตัวแบ่ง,Dải phân cách,,2026-06-10
page.member.shiftTeamList.card.editTeamNameAria,web,page.member.shiftTeamList.card.editTeamNameAria,page.member,member,accessibility,imported,,,,,,,,,{{teamName}} 팀 이름 수정,Edit team name for {{teamName}},{{teamName}}チーム名を編集,{{teamName}} 编辑队伍名称,แก้ไขชื่อทีมสำหรับ {{teamName}},Chỉnh sửa tên nhóm cho {{teamName}},,2026-06-10
page.member.shiftTeamList.card.empty,web,page.member.shiftTeamList.card.empty,page.member,member,text,imported,,,,,,,,,간호사를 추가하면 여기에 보여요.,There are no nurses yet!,看護師を追加するとここに表示されます。,如果您添加护士，您可以在这里看到。,ยังไม่มีพยาบาล!,Chưa có điều dưỡng nào cả!,,2026-06-10
page.member.shiftTeamList.card.openMenuAria,web,page.member.shiftTeamList.card.openMenuAria,page.member,member,accessibility,imported,,,,,,,,,{{teamName}} 팀 메뉴 열기,Open menu for {{teamName}},{{teamName}}チームメニューを開く,{{teamName}} 打开团队菜单,เปิดเมนูสำหรับ {{teamName}},Mở menu cho {{teamName}},,2026-06-10
page.member.shiftTeamList.card.removeDividerAria,web,page.member.shiftTeamList.card.removeDividerAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 아래 구분선 제거,Remove divider below {{nurseName}},{{nurseName}}の下の区切り線を削除,去掉{{nurseName}}下面的分割线,ลบตัวแบ่งด้านล่าง {{nurseName}},Xóa dải phân cách bên dưới {{nurseName}},,2026-06-10
page.member.shiftTeamList.card.selectNurseAria,web,page.member.shiftTeamList.card.selectNurseAria,page.member,member,accessibility,imported,,,,,,,,,{{nurseName}} 간호사 선택,Select nurse {{nurseName}},{{nurseName}}看護師を選択,{{nurseName}} 护士选择,เลือกพยาบาล {{nurseName}},Chọn điều dưỡng {{nurseName}},,2026-06-10
page.member.shiftTeamList.card.viewShift,web,page.member.shiftTeamList.card.viewShift,page.member,member,text,imported,,,,,,,,,근무표 보러가기,View duty schedule,勤務表を見る,去看看排班表,ดูตารางการปฏิบัติหน้าที่,Xem lịch trực,,2026-06-10
page.member.shiftTeamList.card.virtualNurseTooltip,web,page.member.shiftTeamList.card.virtualNurseTooltip,page.member,member,text,imported,,,,,,,,,아직 앱과 연동하지 않은 가상의 간호사예요.,This is a virtual nurse that is not connected.,まだアプリと連携していない仮想の看護師です。,这是一名尚未链接到该App的虚拟护士。,นี่คือพยาบาลเสมือนที่ไม่ได้เชื่อมต่อ,Đây là một điều dưỡng ảo không được kết nối.,,2026-06-10
page.member.shiftTeamList.subtitle,web,page.member.shiftTeamList.subtitle,page.member,member,accessibility,imported,,,,,,,,,팀마다 근무표를 1개씩 만들 수 있어요.,You can create one duty schedule per team.,チームごとに勤務表を1つ作成できます。,每个团队可以创建一个排班表。,คุณสามารถสร้างตารางปฏิบัติหน้าที่ได้หนึ่งตารางต่อทีม,Bạn có thể tạo một Lịch trực cho mỗi đội.,,2026-06-10
page.member.shiftTeamList.title,web,page.member.shiftTeamList.title,page.member,member,accessibility,imported,,,,,,,,,팀,Team,チーム,团队,ทีม,đội,,2026-06-10
page.member.skillLevelModal.autoAssign,web,page.member.skillLevelModal.autoAssign,page.member,member,text,imported,,,,,,,,,자동 배정,Auto assign,自動配分,自动分配,มอบหมายอัตโนมัติ,Tự động gán,,2026-06-10
page.member.skillLevelModal.autoAssignTooltip,web,page.member.skillLevelModal.autoAssignTooltip,page.member,member,text,imported,,,,,,,,,등록된 간호사 목록을 단계별로 등분해서 자동으로 1차 배정해요,We will evenly distribute registered nurses by level for the initial setup.,登録された看護師を段階別に分配して初期配分します,注册护士名单分为几个阶段，并自动分配到第一阶段。,เราจะกระจายพยาบาลวิชาชีพเท่าๆ กันตามระดับสำหรับการตั้งค่าเริ่มต้น,Chúng tôi sẽ phân bổ đều điều dưỡng đã đăng ký theo cấp độ cho thiết lập ban đầu.,,2026-06-10
page.member.skillLevelModal.autoAssignTooltipAria,web,page.member.skillLevelModal.autoAssignTooltipAria,page.member,member,accessibility,imported,,,,,,,,,자동 배정 설명 보기,Show auto assign description,自動配分の説明を見る,查看自动分配说明,แสดงคำอธิบายการมอบหมายอัตโนมัติ,Hiển thị mô tả tự động gán,,2026-06-10
page.member.skillLevelModal.categoryLabel,web,page.member.skillLevelModal.categoryLabel,page.member,member,accessibility,imported,,,,,,,,,구분,Category,区分,分配,หมวดหมู่,Danh mục,,2026-06-10
page.member.skillLevelModal.close,web,page.member.skillLevelModal.close,page.member,member,button,imported,,,,,,,,,숙련도 설정 닫기,Close skill settings,習熟度設定を閉じる,关闭熟练度设置,ปิดการตั้งค่าทักษะ,Đóng cài đặt kỹ năng,,2026-06-10
page.member.skillLevelModal.colorLabel,web,page.member.skillLevelModal.colorLabel,page.member,member,accessibility,imported,,,,,,,,,색상,Color,色,颜色,สี,Màu sắc,,2026-06-10
page.member.skillLevelModal.complete,web,page.member.skillLevelModal.complete,page.member,member,text,imported,,,,,,,,,완료,Complete,完了,完全的,สมบูรณ์,Hoàn thành,,2026-06-10
page.member.skillLevelModal.description,web,page.member.skillLevelModal.description,page.member,member,description,imported,,,,,,,,,"숙련도 기준, 단계, 용어, 색상은 자유롭게 맞춤 설정할 수 있어요",You can define the criteria freely.,習熟度の基準、段階、名称、色は自由に設定できます,掌握标准、级别、术语、颜色均可自由定制。,คุณสามารถกำหนดเกณฑ์ได้อย่างอิสระ,Bạn có thể xác định các tiêu chí một cách tự do.,,2026-06-10
page.member.skillLevelModal.disableAction,web,page.member.skillLevelModal.disableAction,page.member,member,button,imported,,,,,,,,,숙련도 사용하지 않기,Turn off skill levels,習熟度を使用しない,不使用熟练度,ปิดระดับทักษะ,nghỉ cấp độ kỹ năng,,2026-06-10
page.member.skillLevelModal.disableConfirmAction,web,page.member.skillLevelModal.disableConfirmAction,page.member,member,button,imported,,,,,,,,,사용하지 않기,Turn off,使用しない,请勿使用,ปิดเครื่อง,nghỉ,,2026-06-10
page.member.skillLevelModal.disableConfirmDescription,web,page.member.skillLevelModal.disableConfirmDescription,page.member,member,description,imported,,,,,,,,,"끄면 숙련도 표시, 선택, 정렬을 잠시 멈춰요.","Skill display, selection, and sorting will pause while this is off.",オフにすると習熟度の表示、選択、並び替えを一時停止します。,关闭时，显示、选择和排序熟练程度将暂停片刻。,การแสดงทักษะ การเลือก และการเรียงลำดับจะหยุดชั่วคราวในขณะที่ปิดอยู่,"Hiển thị, lựa chọn và sắp xếp kỹ năng sẽ tạm dừng khi tính năng này nghỉ.",,2026-06-10
page.member.skillLevelModal.disableConfirmTitle,web,page.member.skillLevelModal.disableConfirmTitle,page.member,member,accessibility,imported,,,,,,,,,숙련도 기능을 끌까요?,Turn off skill levels?,習熟度機能をオフにしますか？,要关闭熟练度功能吗？,ปิดระดับทักษะ?,nghỉ cấp độ kỹ năng?,,2026-06-10
page.member.skillLevelModal.high,web,page.member.skillLevelModal.high,page.member,member,text,imported,,,,,,,,,높음,High,高い,高度,สูง,Cao,,2026-06-10
page.member.skillLevelModal.levelCountOption,web,page.member.skillLevelModal.levelCountOption,page.member,member,text,imported,,,,,,,,,{{levelCount}}단계,{{levelCount}} levels,{{levelCount}}段階,{{levelCount}}步,ระดับ {{levelCount}},{{levelCount}} cấp độ,,2026-06-10
page.member.skillLevelModal.levelDisplay,web,page.member.skillLevelModal.levelDisplay,page.member,member,text,imported,,,,,,,,,LV. {{level}},LV. {{level}},LV. {{level}},LV。 {{level}},แอลวี. {{level}},LV. {{level}},,2026-06-10
page.member.skillLevelModal.levelLabel,web,page.member.skillLevelModal.levelLabel,page.member,member,accessibility,imported,,,,,,,,,숙련도,Skill,習熟度,熟练程度,ทักษะ,kỹ năng,,2026-06-10
page.member.skillLevelModal.low,web,page.member.skillLevelModal.low,page.member,member,text,imported,,,,,,,,,낮음,Low,低い,卑微,ต่ำ,Thấp,,2026-06-10
page.member.skillLevelModal.temporarySave,web,page.member.skillLevelModal.temporarySave,page.member,member,button,imported,,,,,,,,,임시 저장,Save for now,一時保存,临时储存,บันทึกไว้ตอนนี้,Lưu ngay bây giờ,,2026-06-10
page.member.skillLevelModal.title,web,page.member.skillLevelModal.title,page.member,member,accessibility,imported,,,,,,,,,숙련도 단계 설정,Set skill levels,習熟度段階設定,设置熟练程度,กำหนดระดับทักษะ,Đặt cấp độ kỹ năng,,2026-06-10
page.member.skillSettings,web,page.member.skillSettings,page.member,member,text,imported,,,,,,,,,간호사 숙련도 설정하기,Set nurse skill levels,看護師の習熟度を設定,设定护士熟练程度,กำหนดระดับทักษะพยาบาล,Đặt cấp độ kỹ năng của điều dưỡng,,2026-06-10
page.member.sort.manual,web,page.member.sort.manual,page.member,member,text,imported,,,,,,,,,임의순,Custom order,任意順,随机顺序,คำสั่งซื้อที่กำหนดเอง,Thứ tự tùy chỉnh,,2026-06-10
page.member.sort.name,web,page.member.sort.name,page.member,member,text,imported,,,,,,,,,가나다순,Name order,名前順,按字母顺序,ลำดับชื่อ,Thứ tự tên,,2026-06-10
page.member.sort.skill,web,page.member.sort.skill,page.member,member,text,imported,,,,,,,,,숙련도 순,Skill order,習熟度順,按照熟练程度的顺序,ลำดับทักษะ,Thứ tự kỹ năng,,2026-06-10
page.member.sortByPriorityOrder,web,page.member.sortByPriorityOrder,page.member,member,text,imported,,,,,,,,,저장된 순서,Saved order,保存順,已保存订单,บันทึกคำสั่งซื้อแล้ว,Đơn hàng đã lưu,,2026-06-10
page.member.sortBySkill,web,page.member.sortBySkill,page.member,member,text,imported,,,,,,,,,숙련도 순,Sort by skill,習熟度順,按照熟练程度的顺序,เรียงตามความสามารถ,Sắp xếp theo kỹ năng,,2026-06-10
page.member.sortListMenuAria,web,page.member.sortListMenuAria,page.member,member,accessibility,imported,,,,,,,,,목록 정렬 기준 열기,Open list sort options,並び替え基準を開く,打开列表排序依据,เปิดตัวเลือกการจัดเรียงรายการ,Mở tùy chọn sắp xếp danh sách,,2026-06-10
page.member.summary.connected,web,page.member.summary.connected,page.member,member,text,imported,,,,,,,,,연동됨,Connected,連携済み,链接,เชื่อมต่อแล้ว,Đã kết nối,,2026-06-10
page.member.summary.connectionManage,web,page.member.summary.connectionManage,page.member,member,text,imported,,,,,,,,,연동관리,Connections,連携管理,链接管理,การเชื่อมต่อ,Kết nối,,2026-06-10
page.member.summary.copyWardCodeAria,web,page.member.summary.copyWardCodeAria,page.member,member,accessibility,imported,,,,,,,,,병동 코드 복사,Copy ward code,病棟コードをコピー,复制病区代码,คัดลอกรหัสวอร์ด,Sao chép mã khoa,,2026-06-10
page.member.summary.totalNurses,web,page.member.summary.totalNurses,page.member,member,text,imported,,,,,,,,,전체 인원,Total,総人数,总人数,ทั้งหมด,Tổng cộng,,2026-06-10
page.member.summary.unconnected,web,page.member.summary.unconnected,page.member,member,text,imported,,,,,,,,,미연동,Not connected,未連携,未链接,ไม่ได้เชื่อมต่อ,Không được kết nối,,2026-06-10
page.member.summary.wardCode,web,page.member.summary.wardCode,page.member,member,text,imported,,,,,,,,,병동 코드,Ward code,病棟コード,病区代码,รหัสวอร์ด,Mã khoa,,2026-06-10
page.member.summary.wardCodeGuideAria,web,page.member.summary.wardCodeGuideAria,page.member,member,accessibility,imported,,,,,,,,,병동코드 {{wardCode}} 안내 보기,Show guide for ward code {{wardCode}},病棟コード{{wardCode}}の案内を表示,病区代码 {{wardCode}} 查看信息,แสดงคำแนะนำสำหรับรหัสวอร์ด {{wardCode}},Hiển thị hướng dẫn mã khoa {{wardCode}},,2026-06-10
page.member.table.connection,web,page.member.table.connection,page.member,member,text,imported,,,,,,,,,연동,Connected,連携,蠕动,เชื่อมต่อแล้ว,Đã kết nối,,2026-06-10
page.member.table.isDutyManager,web,page.member.table.isDutyManager,page.member,member,text,imported,,,,,,,,,근무표 작성,Can create duty,勤務表作成,写一个排班表,สามารถสร้างหน้าที่,Có thể tạo lịch trực,,2026-06-10
page.member.table.isWorker,web,page.member.table.isWorker,page.member,member,text,imported,,,,,,,,,근무 투입,Included,勤務投入,工作承诺,รวมอยู่ด้วย,Bao gồm,,2026-06-10
page.member.table.level,web,page.member.table.level,page.member,member,text,imported,,,,,,,,,숙련도,Skill,習熟度,熟练程度,ทักษะ,kỹ năng,,2026-06-10
page.member.table.memo,web,page.member.table.memo,page.member,member,text,imported,,,,,,,,,비고,Note,備考,笔记,บันทึก,Lưu ý,,2026-06-10
page.member.table.name,web,page.member.table.name,page.member,member,text,imported,,,,,,,,,이름,Name,名前,姓名,ชื่อ,Tên,,2026-06-10
page.member.table.shiftTypes,web,page.member.table.shiftTypes,page.member,member,text,imported,,,,,,,,,가능 근무,Available shifts,可能勤務,可用的工作,กะที่มีอยู่,ca có sẵn,,2026-06-10
page.member.teamMenu,web,page.member.teamMenu,page.member,member,text,imported,,,,,,,,,팀 메뉴 열기,Open team menu,チームメニューを開く,打开团队菜单,เปิดเมนูทีม,Mở menu nhóm,,2026-06-10
page.member.title,web,page.member.title,page.member,member,accessibility,imported,,,,,,,,,근무자 관리,Member Management,看護師管理,排班人员管理,การจัดการสมาชิก,Quản lý thành viên,,2026-06-10
page.member.toast.copyWardCode,web,page.member.toast.copyWardCode,page.member,member,feedback,imported,,,,,,,,,병동 코드를 복사했어요.,Copied the ward code.,病棟コードをコピーしました。,已复制病区代码。,คัดลอกรหัสวอร์ดแล้ว,Đã sao chép mã khoa.,,2026-06-10
page.member.toast.createTeam,web,page.member.toast.createTeam,page.member,member,feedback,imported,,,,,,,,,간호사 {{teamNumber}}팀을 추가했어요.,Added Nurse Team {{teamNumber}}.,看護師{{teamNumber}}チームを追加しました。,新增护士{{teamNumber}}团队。,เพิ่มทีมพยาบาล {{teamNumber}},Đã thêm Nhóm điều dưỡng {{teamNumber}}.,,2026-06-10
page.member.toast.deleteTeam,web,page.member.toast.deleteTeam,page.member,member,feedback,imported,,,,,,,,,{{teamName}} 팀을 삭제했어요.,Deleted team {{teamName}}.,{{teamName}}チームを削除しました。,已删除{{teamName}}团队。,ลบทีม {{teamName}},Đã xóa nhóm {{teamName}}.,,2026-06-10
page.member.toast.maxNursesPerTeam,web,page.member.toast.maxNursesPerTeam,page.member,member,feedback,imported,,,,,,,,,한 팀에는 간호사를 최대 {{count}}명까지 추가할 수 있어요.,You can add up to {{count}} nurses to one team.,1チームに追加できる看護師は最大{{count}}名です。,一支队伍中最多可添加 {{count}} 名护士。,คุณสามารถเพิ่มพยาบาล {{count}} ในหนึ่งทีมได้มากถึง {{count}},Bạn có thể thêm tối đa {{count}} điều dưỡng vào một đội.,,2026-06-10
page.member.toast.maxTeams,web,page.member.toast.maxTeams,page.member,member,feedback,imported,,,,,,,,,팀은 최대 {{count}}개까지 추가할 수 있어요.,You can add up to {{count}} teams.,チームは最大{{count}}個まで追加できます。,您最多可以添加 {{count}} 团队。,คุณสามารถเพิ่มทีมได้สูงสุด {{count}},Bạn có thể thêm tối đa {{count}} đội.,,2026-06-10
page.member.toast.moveNurse,web,page.member.toast.moveNurse,page.member,member,feedback,imported,,,,,,,,,{{nurseName}}를 {{teamName}} 팀으로 이동했어요.,Moved {{nurseName}} to team {{teamName}}.,{{nurseName}}を{{teamName}}チームへ移動しました。,{{nurseName}} 被转移到 {{teamName}} 团队。,ย้าย {{nurseName}} ไปที่ทีม {{teamName}},Đã chuyển {{nurseName}} sang nhóm {{teamName}}.,,2026-06-10
page.member.toast.saveNurseInfo,web,page.member.toast.saveNurseInfo,page.member,member,feedback,imported,,,,,,,,,근무자 정보를 저장했어요.,Saved member information.,看護師情報を保存しました。,排班人员信息已保存。,ข้อมูลสมาชิกที่บันทึกไว้,Đã lưu thông tin thành viên.,,2026-06-10
page.member.tutorial.add.info,web,page.member.tutorial.add.info,page.member,member,description,imported,,,,,,,,,"팀을 선택하고 간호사 추가하기를 누르면 새 간호사가 만들어져요.
추가한 뒤 이름과 근무 정보를 바로 입력할 수 있어요.","Select a team and add a nurse to create a new profile.
You can enter their name and duty information right away.","チームを選択して看護師追加を押すと新しい看護師が作成されます。
追加後すぐに名前と勤務情報を入力できます。","选择一个团队并单击“添加护士”以创建新护士。
添加后，您可以立即输入您的姓名和工作信息。","เลือกทีมและเพิ่มพยาบาลเพื่อสร้างโปรไฟล์ใหม่
ท่านสามารถกรอกชื่อและข้อมูลหน้าที่ได้ทันที","Chọn một nhóm và thêm điều dưỡng để tạo hồ sơ mới.
Bạn có thể nhập tên và thông tin trực của họ ngay lập tức.",,2026-06-10
page.member.tutorial.add.title,web,page.member.tutorial.add.title,page.member,member,accessibility,imported,,,,,,,,,간호사 추가하기,Add nurses,看護師を追加する,添加护士,เพิ่มพยาบาล,Thêm điều dưỡng,,2026-06-10
page.member.tutorial.edit.info,web,page.member.tutorial.edit.info,page.member,member,description,imported,,,,,,,,,"오른쪽 패널에서 이름, 숙련도, 가능한 근무, 역할·권한, 메모를 바로 수정할 수 있어요.","Use the right panel to edit name, skill, available shifts, roles, permissions, and notes.",右側パネルで名前、習熟度、設定可能な勤務、役割・権限、メモをすぐ編集できます。,您可以在右侧面板中直接编辑姓名、技能级别、可用工作、角色/权限和注释。,ใช้แผงด้านขวาเพื่อแก้ไขชื่อ ทักษะ กะที่มีอยู่ บทบาท สิทธิ์ และบันทึกย่อ,"Sử dụng bảng bên phải để chỉnh sửa tên, kỹ năng, ca làm việc có sẵn, vai trò, quyền và ghi chú.",,2026-06-10
page.member.tutorial.edit.title,web,page.member.tutorial.edit.title,page.member,member,accessibility,imported,,,,,,,,,간호사 정보 수정하기,Edit nurse details,看護師情報を編集する,编辑护士信息,แก้ไขรายละเอียดพยาบาล,Chỉnh sửa chi tiết điều dưỡng,,2026-06-10
page.member.tutorial.skill.info,web,page.member.tutorial.skill.info,page.member,member,description,imported,,,,,,,,,숙련도 기능을 쓰려면 병원·병동 기준에 맞춰 단계와 색상을 설정해 주세요.,Configure levels and colors to match your hospital and ward standards.,習熟度機能を使うには、病院・病棟の基準に合わせて段階と色を設定してください。,要使用熟练度功能，请根据医院和病区标准设置级别和颜色。,กำหนดค่าระดับและสีให้ตรงกับมาตรฐานของโรงพยาบาลและวอร์ดของคุณ,Định cấu hình cấp độ và màu sắc để phù hợp với tiêu chuẩn bệnh viện và khoa của bạn.,,2026-06-10
page.member.tutorial.skill.title,web,page.member.tutorial.skill.title,page.member,member,accessibility,imported,,,,,,,,,숙련도 설정하기,Set skill levels,習熟度を設定する,设置熟练程度,กำหนดระดับทักษะ,Đặt cấp độ kỹ năng,,2026-06-10
page.member.tutorial.team.info,web,page.member.tutorial.team.info,page.member,member,description,imported,,,,,,,,,"근무팀별 간호사 목록을 한눈에 볼 수 있어요.
팀명을 두 번 클릭하면 팀 이름도 바꿀 수 있어요.","See nurses in each duty team at a glance.
Double-click a team name to rename it.","勤務チーム別の看護師一覧を一目で確認できます。
チーム名をダブルクリックすると名前も変更できます。","您可以一目了然地看到按工作组划分的护士名单。
您还可以通过双击团队名称来更改团队名称。","ดูพยาบาลในแต่ละทีมได้อย่างรวดเร็ว
ดับเบิลคลิกชื่อทีมเพื่อเปลี่ยนชื่อ","Xem nhanh điều dưỡng trong từng nhóm trực.
Bấm đúp vào tên nhóm để đổi tên.",,2026-06-10
page.member.tutorial.team.title,web,page.member.tutorial.team.title,page.member,member,accessibility,imported,,,,,,,,,팀별 간호사 보기,View nurses by team,チーム別に看護師を見る,按团队查看护士,ดูพยาบาลตามทีม,Xem điều dưỡng theo nhóm,,2026-06-10
page.member.wardInfo.connectionStatus,web,page.member.wardInfo.connectionStatus,page.member,member,description,imported,,,,,,,,,연동 상태,Connection status,連携状態,链接状态,สถานะการเชื่อมต่อ,Trạng thái kết nối,,2026-06-10
page.member.wardInfo.copyError,web,page.member.wardInfo.copyError,page.member,member,feedback,imported,,,,,,,,,복사하지 못했어요.,Could not copy.,コピーできませんでした。,无法复制。,ไม่สามารถคัดลอกได้,Không thể sao chép.,,2026-06-10
page.member.wardInfo.copying,web,page.member.wardInfo.copying,page.member,member,description,imported,,,,,,,,,복사하고 있어요...,Copying...,コピーしています...,复制...,กำลังคัดลอก...,Đang sao chép...,,2026-06-10
page.member.wardInfo.copySuccess,web,page.member.wardInfo.copySuccess,page.member,member,feedback,imported,,,,,,,,,복사 완료!,Copied!,コピーしました！,复制完成！,คัดลอก!,Đã sao chép!,,2026-06-10
page.member.wardInfo.hospital,web,page.member.wardInfo.hospital,page.member,member,description,imported,,,,,,,,,병원,Hospital,病院,医院,โรงพยาบาล,bệnh viện,,2026-06-10
page.member.wardInfo.hospitalInfo,web,page.member.wardInfo.hospitalInfo,page.member,member,description,imported,,,,,,,,,병원 정보,Hospital info,病院情報,医院信息,ข้อมูลโรงพยาบาล,Thông tin bệnh viện,,2026-06-10
page.member.wardInfo.personUnit,web,page.member.wardInfo.personUnit,page.member,member,description,imported,,,,,,,,,명,people,名,人数,ประชากร,mọi người,,2026-06-10
page.member.wardInfo.ward,web,page.member.wardInfo.ward,page.member,member,description,imported,,,,,,,,,병동,Ward,病棟,病区,วอร์ด,Khoa,,2026-06-10
page.navigationBar.ariaLabel,web,page.navigationBar.ariaLabel,page.navigationBar,navigationBar,accessibility,imported,,,,,,,,,주요 메뉴,Primary navigation,メインメニュー,主菜单,การนำทางหลัก,Điều hướng chính,,2026-06-10
page.navigationBar.expandAria,web,page.navigationBar.expandAria,page.navigationBar,navigationBar,accessibility,imported,,,,,,,,,사이드바 펼치기,Expand sidebar,サイドバーを開く,展开侧边栏,ขยายแถบด้านข้าง,Mở rộng thanh bên,,2026-06-10
page.navigationBar.foldAria,web,page.navigationBar.foldAria,page.navigationBar,navigationBar,accessibility,imported,,,,,,,,,사이드바 접기,Collapse sidebar,サイドバーを閉じる,折叠侧边栏,ยุบแถบด้านข้าง,Thu gọn thanh bên,,2026-06-10
page.navigationBar.home,web,page.navigationBar.home,page.navigationBar,navigationBar,text,imported,,,,,,,,,홈,Home,ホーム,家,บ้าน,Trang chủ,,2026-06-18
page.navigationBar.items.account,web,page.navigationBar.items.account,page.navigationBar,navigationBar,text,imported,,,,,,,,,마이페이지,Account,マイページ,我的页面,บัญชี,Tài khoản,,2026-06-10
page.navigationBar.items.board,web,page.navigationBar.items.board,page.navigationBar,navigationBar,text,imported,,,,,,,,,게시판,Board,掲示板,布告栏,กระดาน,Ban,,2026-06-10
page.navigationBar.items.dutying,web,page.navigationBar.items.dutying,page.navigationBar,navigationBar,text,imported,,,,,,,,,듀팅,Dutying,Dutying,Dutying,Dutying,Dutying,,2026-06-19
page.navigationBar.items.make,web,page.navigationBar.items.make,page.navigationBar,navigationBar,text,imported,,,,,,,,,근무표 만들기,Create schedule,勤務表作成,创建排班表,สร้างกำหนดการ,Tạo lịch,,2026-06-18
page.navigationBar.items.member,web,page.navigationBar.items.member,page.navigationBar,navigationBar,text,imported,,,,,,,,,근무자 관리,Members,看護師管理,排班人员管理,สมาชิก,Thành viên,,2026-06-10
page.navigationBar.items.request,web,page.navigationBar.items.request,page.navigationBar,navigationBar,text,imported,,,,,,,,,신청 근무,Shift requests,勤務希望,班次申请,คำขอกะ,Yêu cầu ca trực,,2026-06-10
page.navigationBar.items.wardAdmins,web,page.navigationBar.items.wardAdmins,page.navigationBar,navigationBar,text,imported,,,,,,,,,병동 관리자,Ward admins,病棟管理者,病区经理,ผู้ดูแลระบบวอร์ด,quản trị khoa,,2026-06-10
page.navigationBar.items.wardInfoSettings,web,page.navigationBar.items.wardInfoSettings,page.navigationBar,navigationBar,description,imported,,,,,,,,,병동 설정,Ward settings,病棟設定,病区设置,การตั้งค่าวอร์ด,Cài đặt khoa,,2026-06-10
